01216,2008,2008,NAIS0813,37
01216,2008,2008,DECE0813,75
01216,1999,1999,DECE9908,115
01219,2013,2013,NAIS1319,13
01219,2008,2008,NAIS0813,7
01219,2008,2008,DECE0813,7
01219,1999,1999,DECE9908,9
01224,2013,2013,NAIS1319,269
01224,2008,2008,NAIS0813,251
01224,2008,2008,DECE0813,68
01224,1999,1999,DECE9908,116
01225,2013,2013,NAIS1319,27
01225,2008,2008,NAIS0813,21
01225,2008,2008,DECE0813,7
01225,1999,1999,DECE9908,14
01227,2013,2013,NAIS1319,36
01227,2008,2008,NAIS0813,34
01227,2008,2008,DECE0813,30
01227,1999,1999,DECE9908,47
01228,2013,2013,NAIS1319,36
01228,2008,2008,NAIS0813,36
01228,2008,2008,DECE0813,19
01228,1999,1999,DECE9908,41
01229,2013,2013,NAIS1319,94
01229,2008,2008,NAIS0813,55
01229,2008,2008,DECE0813,29
01229,1999,1999,DECE9908,49
01230,2013,2013,NAIS1319,12
01230,2008,2008,NAIS0813,12
01230,2008,2008,DECE0813,11
01230,1999,1999,DECE9908,30
01231,2013,2013,NAIS1319,124
01231,2008,2008,NAIS0813,118
01231,2008,2008,DECE0813,67
01231,1999,1999,DECE9908,122
01232,2013,2013,NAIS1319,130
01232,2008,2008,NAIS0813,119
01232,2008,2008,DECE0813,95
01232,1999,1999,DECE9908,132
01233,2013,2013,NAIS1319,6
01233,2008,2008,NAIS0813,9
01233,2008,2008,DECE0813,10
01233,1999,1999,DECE9908,15
01234,2013,2013,NAIS1319,7
01234,2008,2008,NAIS0813,5
01234,2008,2008,DECE0813,3
01234,1999,1999,DECE9908,14
01235,2013,2013,NAIS1319,99
01235,2008,2008,NAIS0813,79
01235,2008,2008,DECE0813,21
01235,1999,1999,DECE9908,59
01236,2013,2013,NAIS1319,74
01236,2008,2008,NAIS0813,71
01236,2008,2008,DECE0813,24
